Fiľakovo,Lučenec,Banskobystrický,"10,342"
Fiľakovské Kováče,Lučenec,Banskobystrický,901
Fintice,Prešov,Prešovský,"1,707"
Folkušová,Martin,Žilinský,128
Forbasy,Stará Ľubovňa,Prešovský,389
Frička,Bardejov,Prešovský,267
Fričkovce,Bardejov,Prešovský,680
Fričovce,Prešov,Prešovský,"1,102"
Fulianka,Prešov,Prešovský,390
Gabčíkovo,Dunajská Streda,Trnavský,"5,212"
Gaboltov,Bardejov,Prešovský,520
Gajary,Malacky,Bratislavský,"2,894"
Galanta,Galanta,Trnavský,"15,886"
Galovany,Liptovský Mikuláš,Žilinský,275
Gáň,Galanta,Trnavský,687
Gánovce,Poprad,Prešovský,"1,15"
Gbeľany,Žilina,Žilinský,"1,244"
Gbelce,Nové Zámky,Nitriansky,"2,288"
Gbely,Skalica,Trnavský,"5,153"
Geča,Košice - okolie,Košický,"1,577"
Gelnica,Gelnica,Košický,"6,168"
Gemer,Revúca,Banskobystrický,802
Gemerček,Rimavská Sobota,Banskobystrický,106
Gemerská Hôrka,Rožňava,Košický,"1,337"
Gemerská Panica,Rožňava,Košický,699
Gemerská Poloma,Rožňava,Košický,"2,057"
Gemerská Ves,Revúca,Banskobystrický,965
Gemerské Dechtáre,Rimavská Sobota,Banskobystrický,445
Gemerské Michalovce,Rimavská Sobota,Banskobystrický,99
Gemerské Teplice,Revúca,Banskobystrický,381
Gemerský Jablonec,Rimavská Sobota,Banskobystrický,690
Gemerský Sad,Revúca,Banskobystrický,308
Geraltov,Prešov,Prešovský,132
Gerlachov / okres Bardejov,Bardejov,Prešovský,"1,011"
Gerlachov / okres poprad,Poprad,Prešovský,806
Giglovce,Vranov nad Topľou,Prešovský,165
Giraltovce,Svidník,Prešovský,"4,188"
Girovce,Vranov nad Topľou,Prešovský,68
Glabušovce,Veľký Krtíš,Banskobystrický,103
Gočaltovo,Rožňava,Košický,258
Gočovo,Rožňava,Košický,384
Golianovo,Nitra,Nitriansky,"1,17"
Gortva,Rimavská Sobota,Banskobystrický,523
Gôtovany,Liptovský Mikuláš,Žilinský,404
Granč - Petrovce,Levoča,Prešovský,595
Gregorova Vieska,Lučenec,Banskobystrický,148
Gregorovce,Prešov,Prešovský,787
Gribov,Stropkov,Prešovský,191
Gruzovce,Humenné,Prešovský,124
Gyňov,Košice - okolie,Košický,570
Habovka,Tvrdošín,Žilinský,"1,364"
Habura,Medzilaborce,Prešovský,504
Hačava,Košice - okolie,Košický,218
Háj / okres Kosice okolie,Košice - okolie,Košický,278
Háj / okres Turcianske Teplice,Turčianske Teplice,Žilinský,468
Hajná Nová Ves,Topoľčany,Nitriansky,336
Hajnáčka,Rimavská Sobota,Banskobystrický,"1,187"
Hájske,Šaľa,Nitriansky,"1,372"
Hajtovka,Stará Ľubovňa,Prešovský,93
Haláčovce,Bánovce nad Bebravou,Trenčiansky,337
Halič,Lučenec,Banskobystrický,"1,67"
Haligovce,Stará Ľubovňa,Prešovský,679
Haluzice,Nové Mesto nad Váhom,Trenčiansky,61
Hamuliakovo,Senec,Bratislavský,"1,268"
Handlová,Prievidza,Trenčiansky,"17,688"
Hanigovce,Sabinov,Prešovský,124
Haniska / okres Kosice okolie,Košice - okolie,Košický,"1,341"
Haniska / okres Presov,Prešov,Prešovský,606
Hanková,Rožňava,Košický,62
Hankovce / okres Bardejov,Bardejov,Prešovský,407
Hankovce / okres humenne,Humenné,Prešovský,565
Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,"3,692"
Harakovce,Levoča,Prešovský,64
Harhaj,Bardejov,Prešovský,254
Harichovce,Spišská Nová Ves,Košický,"1,764"
Harmanec,Banská Bystrica,Banskobystrický,895
Hatalov,Michalovce,Košický,755
Hatné,Považská Bystrica,Trenčiansky,573
Havaj,Stropkov,Prešovský,414
Havka,Kežmarok,Prešovský,42
Havranec,Svidník,Prešovský,10
Hažín,Michalovce,Košický,450
Hažín nad Cirochou,Humenné,Prešovský,708
Hažlín,Bardejov,Prešovský,"1,141"
Helcmanovce,Gelnica,Košický,"1,522"
Heľpa,Brezno,Banskobystrický,"2,89"
Henckovce,Rožňava,Košický,"1,522"
Henclová,Gelnica,Košický,111
Hencovce,Vranov nad Topľou,Prešovský,"1,254"
Hendrichovce,Prešov,Prešovský,222
Herľany,Košice - okolie,Košický,292
Hermanovce,Prešov,Prešovský,"1,547"
Hermanovce Nad Topľou,Vranov nad Topľou,Prešovský,694
Hertník,Bardejov,Prešovský,"1,025"
Hervartov,Bardejov,Prešovský,515
Hiadeľ,Banská Bystrica,Banskobystrický,511
Hincovce,Spišská Nová Ves,Košický,208
Hladovka,Tvrdošín,Žilinský,964
Hlboké,Senica,Trnavský,929
Hlboké nad Váhom,Bytča,Žilinský,940
Hliník nad Hronom,Žiar nad Hronom,Banskobystrický,"2,956"
Hlinné,Vranov nad Topľou,Prešovský,"1,66"
Hlivištia,Sobrance,Košický,379
Hlohovec,Hlohovec,Trnavský,"22,575"
Hniezdne,Stará Ľubovňa,Prešovský,"1,425"
Hnilčík,Spišská Nová Ves,Košický,546
Hnilec,Spišská Nová Ves,Košický,479
Hnojné,Michalovce,Košický,245
Hnúšťa,Rimavská Sobota,Banskobystrický,"7,471"
Hodejov,Rimavská Sobota,Banskobystrický,"1,42"
Hodejovec,Rimavská Sobota,Banskobystrický,193
Hodkovce,Košice - okolie,Košický,250
Hodruša - Hámre,Žarnovica,Banskobystrický,"2,245"
Hokovce,Levice,Nitriansky,575
Holčíkovce,Vranov nad Topľou,Prešovský,469
Holiare,Komárno,Nitriansky,421
Holice,Dunajská Streda,Trnavský,"1,873"
Holíč,Skalica,Trnavský,"11,688"
Holiša,Lučenec,Banskobystrický,660
Holumnica,Kežmarok,Prešovský,846
Honce,Rožňava,Košický,381
Hontianska Vrbica,Levice,Nitriansky,570
Hontianske Moravce,Krupina,Banskobystrický,886
Hontianske Nemce,Krupina,Banskobystrický,"1,532"
Hontianske Tesáre,Krupina,Banskobystrický,918
Hontianske Trsťany,Levice,Nitriansky,340
Horňa,Sobrance,Košický,385
Horná Breznica,Púchov,Trenčiansky,457
Horná Kráľová,Šaľa,Nitriansky,"1,829"
Horná Krupá,Trnava,Trnavský,516
Horná Lehota / okres Dolny kubin,Dolný Kubín,Žilinský,528
Horná Lehota / okres Brezno,Brezno,Banskobystrický,583
Horná Mariková,Považská Bystrica,Trenčiansky,705
Horná Mičiná,Banská Bystrica,Banskobystrický,509
Horná Poruba,Ilava,Trenčiansky,"1,07"
Horná Potôň,Dunajská Streda,Trnavský,"1,868"
Horná Seč,Levice,Nitriansky,483
Horná Streda,Nové Mesto nad Váhom,Trenčiansky,"1,256"
Horná Strehová,Veľký Krtíš,Banskobystrický,190
Horná Súča,Trenčín,Trenčiansky,"3,459"
Horná Štubňa,Turčianske Teplice,Žilinský,"1,63"
Horná Ves / okres Prievidza,Prievidza,Trenčiansky,"1,277"
Horná Ves / okres Ziar nad Hronom,Žiar nad Hronom,Banskobystrický,750
Horná Ždaňa,Žiar nad Hronom,Banskobystrický,549
Horňany,Trenčín,Trenčiansky,407
Horné Dubové,Trnava,Trnavský,360
Horné Hámre,Žarnovica,Banskobystrický,654
Horné Chlebany,Topoľčany,Nitriansky,350
Horné Lefantovce,Nitra,Nitriansky,930
Horné Mladonice,Krupina,Banskobystrický,175
Horné Mýto,Dunajská Streda,Trnavský,973
Horné Naštice,Bánovce nad Bebravou,Trenčiansky,402
Horné Obdokovce,Topoľčany,Nitriansky,"1,669"
Horné Orešany,Trnava,Trnavský,"1,887"
Horné Otrokovce,Hlohovec,Trnavský,895
Horné Plachtince,Veľký Krtíš,Banskobystrický,210
Horné Pršany,Banská Bystrica,Banskobystrický,386
Horné Saliby,Galanta,Trnavský,"3,185"
Horné Semerovce,Levice,Nitriansky,630
Horné Srnie,Trenčín,Trenčiansky,"2,857"
Horné Strháre,Veľký Krtíš,Banskobystrický,260
Horné Štitáre,Topoľčany,Nitriansky,456
Horné Trhovište,Hlohovec,Trnavský,563
Horné Turovce,Levice,Nitriansky,605
Horné Vestenice,Prievidza,Trenčiansky,629
Horné Zahorany,Rimavská Sobota,Banskobystrický,149
Horné Zelenice,Hlohovec,Trnavský,663
Horný Badín,Krupina,Banskobystrický,187
Horný Bar,Dunajská Streda,Trnavský,"1,265"
Horný Hričov,Žilina,Žilinský,763
Horný Kalník,Martin,Žilinský,158
Horný Lieskov,Považská Bystrica,Trenčiansky,373
Horný Pial,Levice,Nitriansky,285
Horný Tisovník,Detva,Banskobystrický,226
Horný Vadičov,Kysucké nové Mesto,Žilinský,"1,567"
Horovce / okres Michalovce,Michalovce,Košický,878
Horovce / okres Puchov,Púchov,Trenčiansky,828
Hoste,Galanta,Trnavský,504
Hostice,Rimavská Sobota,Banskobystrický,926
Hostie,Zlaté Moravce,Nitriansky,"1,22"
Hostišovce,Rimavská Sobota,Banskobystrický,208
Hosťová,Nitra,Nitriansky,390
Hosťovce / okres Kosice okolie,Košice - okolie,Košický,175
Hosťovce / okres zlate Moravce,Zlaté Moravce,Nitriansky,770
Hostovice,Snina,Prešovský,339
Hozelec,Poprad,Prešovský,824
Hôrka,Poprad,Prešovský,"1,677"
Hôrka nad Váhom,Nové Mesto nad Váhom,Trenčiansky,685
Hôrky,Žilina,Žilinský,635
Hrabičov,Žarnovica,Banskobystrický,618
Hrabkov,Prešov,Prešovský,700
Hrabová Roztoka,Snina,Prešovský,65
Hrabovčík,Svidník,Prešovský,341
Hrabovec,Bardejov,Prešovský,507
Hrabovec nad Laborcom,Humenné,Prešovský,578
Hrabovka,Trenčín,Trenčiansky,446
Hrabské,Bardejov,Prešovský,553
Hrabušice,Spišská Nová Ves,Košický,"2,261"
Hrachovište,Nové Mesto nad Váhom,Trenčiansky,704
Hrachovo,Rimavská Sobota,Banskobystrický,854
Hradisko,Kežmarok,Prešovský,102
Hradište / okres Partizanske,Partizánske,Trenčiansky,"1,041"
Hradište / okres Poltar,Poltár,Banskobystrický,275
Hradište pod Vrátnom,Senica,Trnavský,693
Hrádok,Nové Mesto nad Váhom,Trenčiansky,620
Hraň,Trebišov,Košický,"1,605"
Hraničné,Stará Ľubovňa,Prešovský,215
Hranovnica,Poprad,Prešovský,"2,641"
Hrašné,Myjava,Trenčiansky,494
Hrašovík,Košice - okolie,Košický,297
Hrčeľ,Trebišov,Košický,846
Hrhov,Rožňava,Košický,"1,168"
Hriadky,Trebišov,Košický,469
Hričovské Podhradie,Žilina,Žilinský,379
Hriňová,Detva,Banskobystrický,"7,923"
Hrišovce,Gelnica,Košický,305
Hrkovce,Levice,Nitriansky,339
Hrlica,Revúca,Banskobystrický,76
Hrnčiarovce nad Parnou,Trnava,Trnavský,"2,13"
Hrnčiarska Ves,Poltár,Banskobystrický,991
Hrnčiarske Zalužany,Poltár,Banskobystrický,859
Hrochoť,Banská Bystrica,Banskobystrický,"1,441"
Hromoš,Stará Ľubovňa,Prešovský,519
Hronec,Brezno,Banskobystrický,"1,17"
Hronovce,Levice,Nitriansky,"1,536"
Hronsek,Banská Bystrica,Banskobystrický,631
Hronská Breznica,Zvolen,Banskobystrický,265
Hronská Dúbrava,Žiar nad Hronom,Banskobystrický,427
Hronské Kľačany,Levice,Nitriansky,"1,472"
Hronské Kosihy,Levice,Nitriansky,685
Hronský Beňadik,Žarnovica,Banskobystrický,"1,238"
Hrubá Borša,Senec,Bratislavský,417
Hruboňovo,Nitra,Nitriansky,475
Hrubov,Humenné,Prešovský,517
Hrubý Šúr,Senec,Bratislavský,672
Hrušov / okres Velky Krtis,Veľký Krtíš,Banskobystrický,883
Hrušov / okres Roznava,Rožňava,Košický,342
Hrušovany,Topoľčany,Nitriansky,"1,135"
Hrušovo,Rimavská Sobota,Banskobystrický,204
Hruštín,Námestovo,Žilinský,"3,228"
Hubice,Dunajská Streda,Trnavský,523
Hubina,Piešťany,Trnavský,493
Hubošovce,Sabinov,Prešovský,428
Hubová,Ružomberok,Žilinský,"1,093"
Hubovo,Rimavská Sobota,Banskobystrický,138
Hucín,Revúca,Banskobystrický,827
Hudcovce,Humenné,Prešovský,427
Hul,Nové Zámky,Nitriansky,"1,229"
Humenné,Humenné,Prešovský,"34,916"
Huncovce,Kežmarok,Prešovský,"2,469"
Hunkovce,Svidník,Prešovský,338
Hurbanova Ves,Senec,Bratislavský,260
Hurbanovo,Komárno,Nitriansky,"8,058"
Husák,Sobrance,Košický,166
Husiná,Rimavská Sobota,Banskobystrický,524
Hutka,Bardejov,Prešovský,90
Huty,Liptovský Mikuláš,Žilinský,213
Hviezdoslavov,Dunajská Streda,Trnavský,408
Hvozdnica,Bytča,Žilinský,"1,154"
Hybe,Liptovský Mikuláš,Žilinský,"1,58"
Hýľov,Košice - okolie,Košický,443
Igram,Senec,Bratislavský,550
Ihľany,Kežmarok,Prešovský,"1,381"
Ihráč,Žiar nad Hronom,Banskobystrický,567
Ilava,Ilava,Trenčiansky,"5,503"
Iliašovce,Spišská Nová Ves,Košický,973
Ilija,Banská Štiavnica,Banskobystrický,319
Imeľ,Komárno,Nitriansky,"2,227"
Iňa,Levice,Nitriansky,190
Iňačovce,Michalovce,Košický,650
Inovce,Sobrance,Košický,231
Ipeľské Predmostie,Veľký Krtíš,Banskobystrický,618
Ipeľské Úľany,Levice,Nitriansky,350
Ipeľský Sokolec,Levice,Nitriansky,817
Istebné,Dolný Kubín,Žilinský,"1,409"
Ivachnová,Ružomberok,Žilinský,517
Ivančiná,Turčianske Teplice,Žilinský,97
Ivanice,Rimavská Sobota,Banskobystrický,221
Ivanka pri Dunaji,Senec,Bratislavský,"5,777"
Ivanka pri Nitre,Nitra,Nitriansky,"2,3"
Ivanovce,Trenčín,Trenčiansky,866
Iža,Komárno,Nitriansky,"1,586"
Ižipovce,Liptovský Mikuláš,Žilinský,88
Ižkovce,Michalovce,Košický,103
Jabloň,Humenné,Prešovský,446
Jablonec,Pezinok,Bratislavský,850
Jablonica,Senica,Trnavský,"2,318"
Jablonka,Myjava,Trenčiansky,494
Jablonov,Levoča,Prešovský,993
Jablonov nad Turňou,Rožňava,Košický,859
Jabloňovce,Levice,Nitriansky,210
Jablonové / okres malacky,Malacky,Bratislavský,"1,112"
Jablonové / okres Bytca,Bytča,Žilinský,872
Jacovce,Topoľčany,Nitriansky,"1,829"
Jahodná,Dunajská Streda,Trnavský,"1,525"
Jaklovce,Gelnica,Košický,"1,964"
Jakovany,Sabinov,Prešovský,354
Jakubany,Stará Ľubovňa,Prešovský,"2,504"
Jakubov,Malacky,Bratislavský,"1,466"
Jakubova Voľa,Sabinov,Prešovský,399
Jakubovany / okres Sabinov,Sabinov,Prešovský,944
Jakubovany / okres Liptovsky mikulas,Liptovský Mikuláš,Žilinský,423
Jakušovce,Stropkov,Prešovský,47
Jalová,Snina,Prešovský,89
Jalovec / okres Liptovsky Mikulas,Liptovský Mikuláš,Žilinský,329
Jalovec / okres Prievidza,Prievidza,Trenčiansky,583
Jalšové,Hlohovec,Trnavský,465
Jalšovík,Krupina,Banskobystrický,196
Jamník / okres Spisska Nova Ves,Spišská Nová Ves,Košický,"1,079"
Jamník / okres Liptovsky Mikulas,Liptovský Mikuláš,Žilinský,448
Janice,Rimavská Sobota,Banskobystrický,201
Janík,Košice - okolie,Košický,559
Janíky,Dunajská Streda,Trnavský,819
Jankovce,Humenné,Prešovský,263
Janov,Prešov,Prešovský,290
Janova Lehota,Žiar nad Hronom,Banskobystrický,882
Janovce,Bardejov,Prešovský,420
Jánovce / okres Poprad,Poprad,Prešovský,"1,231"
Jánovce / okres Galanta,Galanta,Trnavský,454
Janovík,Prešov,Prešovský,271
Jarabá,Brezno,Banskobystrický,44
Jarabina,Stará Ľubovňa,Prešovský,862
Jarok,Nitra,Nitriansky,"1,75"
Jarovnice,Sabinov,Prešovský,"5,06"
Jasenica,Považská Bystrica,Trenčiansky,"1,037"
Jasenie,Brezno,Banskobystrický,"1,105"
Jasenov / okres Sobrance,Sobrance,Košický,315
Jasenov / okres Humenne,Humenné,Prešovský,"1,16"
Jasenová,Dolný Kubín,Žilinský,402
Jasenovce,Vranov nad Topľou,Prešovský,227
Jasenové,Žilina,Žilinský,625
Jasenovo,Turčianske Teplice,Žilinský,158
Jaslovské Bohunice,Trnava,Trnavský,"1,925"
Jasov,Košice - okolie,Košický,"2,993"
Jasová,Nové Zámky,Nitriansky,"1,208"
Jastrabá,Žiar nad Hronom,Banskobystrický,574
Jastrabie Nad Topľou,Vranov nad Topľou,Prešovský,414
Jastrabie pri Michalovciach,Michalovce,Košický,329
Jatov,Nové Zámky,Nitriansky,791
Javorina,Nové Zámky,Nitriansky,
Jazernica,Turčianske Teplice,Žilinský,303
Jedlinka,Bardejov,Prešovský,78
Jedľové Kostoľany,Zlaté Moravce,Nitriansky,981
Jelenec,Nitra,Nitriansky,"1,993"
Jelka,Galanta,Trnavský,"3,958"
Jelšava,Revúca,Banskobystrický,"3,152"
Jelšovce,Nitra,Nitriansky,945
Jelšovec,Lučenec,Banskobystrický,289
Jenkovce,Sobrance,Košický,442
Jesenské / okres Rimavska Sobota,Rimavská Sobota,Banskobystrický,"2,266"
Jesenské / okres Levice,Levice,Nitriansky,54
Jestice,Rimavská Sobota,Banskobystrický,161
Ješkova Ves,Partizánske,Trenčiansky,502
Jezersko,Kežmarok,Prešovský,119
Jovice,Rožňava,Košický,704
Jovsa,Michalovce,Košický,825
Jur nad Hronom,Levice,Nitriansky,924
Jurkova Voľa,Svidník,Prešovský,72
Jurová,Dunajská Streda,Trnavský,443
Jurské,Kežmarok,Prešovský,883
Juskova Voľa,Vranov nad Topľou,Prešovský,328
Kačanov,Michalovce,Košický,390
Kajal,Galanta,Trnavský,"1,515"
Kaľamenová,Turčianske Teplice,Žilinský,82
Kalameny,Ružomberok,Žilinský,478
Kaľava,Spišská Nová Ves,Košický,441
Kalinkovo,Senec,Bratislavský,"1,068"
Kalinov,Medzilaborce,Prešovský,298
Kalinovo,Poltár,Banskobystrický,"2,311"
Kalná nad Hronom,Levice,Nitriansky,"2,073"
Kalná Roztoka,Snina,Prešovský,571
Kálnica,Nové Mesto nad Váhom,Trenčiansky,"1,031"
Kalnište,Svidník,Prešovský,547
Kalonda,Lučenec,Banskobystrický,237
Kaloša,Rimavská Sobota,Banskobystrický,700
Kalša,Košice - okolie,Košický,698
Kaluža,Michalovce,Košický,360
Kamanová,Topoľčany,Nitriansky,617
Kameňany,Revúca,Banskobystrický,721
Kamenec pod Vtáčnikom,Prievidza,Trenčiansky,"1,857"
Kamenica,Sabinov,Prešovský,"1,85"
Kamenica nad Cirochou,Humenné,Prešovský,"2,34"
Kamenica nad Hronom,Nové Zámky,Nitriansky,"1,3"
Kameničany,Ilava,Trenčiansky,470
Kameničná,Komárno,Nitriansky,"1,793"
Kamenín,Nové Zámky,Nitriansky,"1,516"
Kamenná Poruba / okres Vranov nad Toplou,Vranov nad Topľou,Prešovský,"1,185"
Kamenná Poruba / okres Zilina,Žilina,Žilinský,"1,826"
Kamenné Kosihy,Veľký Krtíš,Banskobystrický,353
Kamenný Most,Nové Zámky,Nitriansky,"1,05"
Kamienka / okres Humenne,Humenné,Prešovský,560
Kamienka / okres Stara Lubovna,Stará Ľubovňa,Prešovský,"1,385"
Kanianka,Prievidza,Trenčiansky,"3,996"
Kapince,Nitra,Nitriansky,184
Kapišová,Svidník,Prešovský,368
Kaplna,Senec,Bratislavský,700
Kapušany,Prešov,Prešovský,"2,099"
Kapušianske Kľačany,Michalovce,Košický,829
Karlová,Martin,Žilinský,119
Karná,Humenné,Prešovský,435
Kašov,Trebišov,Košický,266
Kátlovce,Trnava,Trnavský,"1,14"
Kátov,Skalica,Trnavský,588
Kazimír,Trebišov,Košický,849
Kecerovce,Košice - okolie,Košický,"2,71"
Kecerovský Lipovec,Košice - okolie,Košický,110
Kečkovce,Svidník,Prešovský,223
Kečovo,Rožňava,Košický,389
Kechnec,Košice - okolie,Košický,"1,014"
Kendice,Prešov,Prešovský,"1,713"
Kesovce,Rimavská Sobota,Banskobystrický,187
Keť,Levice,Nitriansky,700
Kežmarok,Kežmarok,Prešovský,"17,105"
Kiarov,Veľký Krtíš,Banskobystrický,319
Kľačany,Hlohovec,Trnavský,973
Kľače,Žilina,Žilinský,365
Kľačno,Prievidza,Trenčiansky,"1,082"
Kladzany,Vranov nad Topľou,Prešovský,555
Kľak,Žarnovica,Banskobystrický,242
Klasov,Nitra,Nitriansky,"1,212"
Kláštor pod Znievom,Martin,Žilinský,"1,497"
Klátova Nová Ves,Partizánske,Trenčiansky,"1,588"
Klčov,Levoča,Prešovský,550
Kleňany,Veľký Krtíš,Banskobystrický,318
Klenov,Prešov,Prešovský,210
Klenová,Snina,Prešovský,526
Klenovec,Rimavská Sobota,Banskobystrický,"3,221"
Klieština,Považská Bystrica,Trenčiansky,374
Klin,Námestovo,Žilinský,"2,122"
Klin nad Bodrogom,Trebišov,Košický,201
Klížská Nemá,Komárno,Nitriansky,486
Klokoč,Detva,Banskobystrický,474
Klokočov,Michalovce,Košický,403
Klokočov / okres Michalovce,Michalovce,Košický,"2,579"
Klubina,Čadca,Žilinský,525
Kľúčovec,Dunajská Streda,Trnavský,
Kluknava,Gelnica,Košický,"1,646"
Kľušov,Bardejov,Prešovský,"1,058"
Kmeťovo,Nové Zámky,Nitriansky,935
Kobeliarovo,Rožňava,Košický,448
Kobylnice,Svidník,Prešovský,101
Kobyly,Bardejov,Prešovský,841
Koceľovce,Rožňava,Košický,253
Kochanovce / okres Humenne,Humenné,Prešovský,759
Kociha,Rimavská Sobota,Banskobystrický,210
Kocurany,Prievidza,Trenčiansky,420
Kočín - Lančár,Piešťany,Trnavský,523
Kočovce,Nové Mesto nad Váhom,Trenčiansky,"1,397"
Kochanovce / okres Bardejov,Humenné,Prešovský,258
Kojatice,Prešov,Prešovský,"1,024"
Kojšov,Gelnica,Košický,755
Kokava nad Rimavicou,Poltár,Banskobystrický,"3,095"
Kokošovce,Prešov,Prešovský,677
Kokšov - Bakša,Košice - okolie,Košický,"1,094"
Kolačkov,Stará Ľubovňa,Prešovský,"1,076"
Kolačno,Partizánske,Trenčiansky,845
Koláre,Veľký Krtíš,Banskobystrický,282
Kolárovice,Bytča,Žilinský,"1,857"
Kolárovo,Komárno,Nitriansky,"10,823"
Kolbasov,Snina,Prešovský,112
Kolbovce,Stropkov,Prešovský,182
Kolibabovce,Sobrance,Košický,187
Kolíňany,Nitra,Nitriansky,"1,479"
Kolinovce,Spišská Nová Ves,Košický,591
Kolonica,Snina,Prešovský,582
Kolta,Nové Zámky,Nitriansky,"1,5"
Komárany,Vranov nad Topľou,Prešovský,496
Komárno,Komárno,Nitriansky,"36,066"
Komárov,Bardejov,Prešovský,407
Komárovce,Košice - okolie,Košický,386
Komjatice,Nové Zámky,Nitriansky,"4,235"
Komjatná,Ružomberok,Žilinský,"1,443"
Komoča,Nové Zámky,Nitriansky,922
Koniarovce,Topoľčany,Nitriansky,615
Konrádovce,Rimavská Sobota,Banskobystrický,293
Konská / okres Liptovsky Mikulas,Liptovský Mikuláš,Žilinský,225
Konská / okres Zilina,Žilina,Žilinský,"1,408"
Koňuš,Sobrance,Košický,354
Kopčany,Skalica,Trnavský,"2,533"
Kopernica,Žiar nad Hronom,Banskobystrický,427
Koplotovce,Hlohovec,Trnavský,597
Koprivnica,Bardejov,Prešovský,697
Kordíky,Banská Bystrica,Banskobystrický,305
Korejovce,Svidník,Prešovský,63
Korňa,Čadca,Žilinský,"2,219"
Koromľa,Sobrance,Košický,502
Korunková,Stropkov,Prešovský,89
Korytárky,Detva,Banskobystrický,"1,008"
Korytné,Levoča,Prešovský,112
Kosihovce,Veľký Krtíš,Banskobystrický,614
Kosihy nad Ipľom,Veľký Krtíš,Banskobystrický,449
Kosorín,Žiar nad Hronom,Banskobystrický,417
Kostoľany nad Hornádom,Košice - okolie,Košický,"1,207"
Kostoľany pod Tríbečom,Zlaté Moravce,Nitriansky,374
Kostolec,Považská Bystrica,Trenčiansky,252
Kostolište,Malacky,Bratislavský,"1,132"
Kostolná - Záriečie,Trenčín,Trenčiansky,665
Kostolná pri Dunaji,Senec,Bratislavský,495
Kostolná Ves,Prievidza,Trenčiansky,472
Kostolné,Myjava,Trenčiansky,623
Kostolné Kračany,Dunajská Streda,Trnavský,"1,283"
Koš,Prievidza,Trenčiansky,982
Košariská,Myjava,Trenčiansky,417
Košarovce,Humenné,Prešovský,609
Košeca,Ilava,Trenčiansky,"2,517"
Košecké Podhradie,Ilava,Trenčiansky,"1,058"
Košice,Košice,Košický,"234,596"
Košice - Barca - Mestská časť,Košice IV,Košický,"3,275"
Košice - Dargovských Hrdinov - Mestská časť,Košice III,Košický,"27,667"
Košice - Džungla - Mestská časť,Košice I,Košický,523
Košice - Juh - Mestská časť,Košice IV,Košický,"22,494"
Košice - Kavečany - Mestská časť,Košice I,Košický,"1,093"
Košice - Košická Nová Ves - Mestská časť,Košice III,Košický,"2,485"
Košice - Krásna - Mestská časť,Košice IV,Košický,"3,696"
Košice - Lorinčík - Mestská časť,Košice II,Košický,393
Košice - Luník IX - Mestská časť,Košice II,Košický,"5,718"
Košice - Myslava - Mestská časť,Košice II,Košický,"1,865"
Košice - Nad jazerom - Mestská časť,Košice IV,Košický,"24,654"
Košice - Pereš - Mestská časť,Košice II,Košický,"1,227"
Košice - Poľov - Mestská časť,Košice II,Košický,"1,099"
Košice - Sever - Mestská časť,Košice I,Košický,"19,773"
Košice - Sídlisko KVP - Mestská časť,Košice II,Košický,"25,381"
Košice - sídlisko Ťahanovce - Mestská časť,Košice I,Košický,"23,751"
Košice - Staré Mesto - Mestská časť,Košice I,Košický,"20,809"
Košice - Šaca - Mestská časť,Košice II,Košický,"5,297"
Košice - Šebastovce - Mestská časť,Košice IV,Košický,615
Košice - Ťahanovce - Mestská časť,Košice I,Košický,"1,746"
Košice - Vyšné Opátske - Mestská časť,Košice IV,Košický,"1,583"
Košice - západ - Mestská časť,Košice II,Košický,"39,691"
Košická Belá,Košice - okolie,Košický,979
Košická Polianka,Košice - okolie,Košický,932
Košické Oľšany,Košice - okolie,Košický,"1,188"
Košický Klečenov,Košice - okolie,Košický,268
Koškovce,Humenné,Prešovský,617
Košolná,Trnava,Trnavský,729
Košťany nad Turcom,Martin,Žilinský,"1,127"
Košúty,Galanta,Trnavský,"1,474"
Kotešová,Bytča,Žilinský,"1,927"
Kotmanová,Lučenec,Banskobystrický,351
Kotrčiná Lúčka,Žilina,Žilinský,428
Kováčová / okres Zvolen,Zvolen,Banskobystrický,"1,456"
Kováčová / okres Roznava,Rožňava,Košický,86
Kováčovce,Veľký Krtíš,Banskobystrický,375
Koválov,Senica,Trnavský,677
Koválovec,Skalica,Trnavský,151
Kovarce,Topoľčany,Nitriansky,"1,57"
Kozárovce,Levice,Nitriansky,"1,988"
Kozelník,Banská Štiavnica,Banskobystrický,183
Kozí Vrbovok,Krupina,Banskobystrický,171
Kožany,Bardejov,Prešovský,133
Kožuchov,Trebišov,Košický,237
Kožuchovce,Stropkov,Prešovský,74
Kračúnovce,Svidník,Prešovský,"1,154"
Krahule,Žiar nad Hronom,Banskobystrický,161
Krajná Bystrá,Svidník,Prešovský,346
Krajná Poľana,Svidník,Prešovský,210
Krajná Porúbka,Svidník,Prešovský,51
Krajné,Myjava,Trenčiansky,"1,639"
Krajné Čierno,Svidník,Prešovský,82
Krakovany,Piešťany,Trnavský,"1,372"
Kráľ,Rimavská Sobota,Banskobystrický,934
Králiky,Banská Bystrica,Banskobystrický,604
Kráľov Brod,Galanta,Trnavský,"1,15"
Kráľova Lehota,Liptovský Mikuláš,Žilinský,605
Kráľová nad Váhom,Šaľa,Nitriansky,"1,534"
Kráľová pri Senci,Senec,Bratislavský,"1,486"
Kraľovany,Dolný Kubín,Žilinský,462
